ts,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1545466988.805717,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.514530,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.491245,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.656914,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.339618,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.521015,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.436894,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.358725,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.153403,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.026474,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.492252,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.036226,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.615387,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.823807,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.679934,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466984.228340,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.039769,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.571136,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.774618,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.243527,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.501051,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466978.205532,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.967947,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.435764,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.431994,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.996278,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.849011,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.532971,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.124961,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.654169,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.285263,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.041224,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.991286,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.835871,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.369360,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.709278,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.848264,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.912262,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.226726,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.427467,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.751258,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.226081,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.217080,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.478359,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.073996,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.944678,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.795465,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.966946,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.741682,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.614398,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466984.339269,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.026761,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.821568,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.210668,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.367923,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.828955,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466960.708271,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.250571,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.765338,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.734866,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.604008,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.225468,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.131497,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.751142,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.523047,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545475819.141693,15357.0,71.61.66.148,80.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,DDoS
1545466986.842090,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.031220,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.309932,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.970543,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.037939,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.986980,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.085627,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.418007,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.037481,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.756274,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.966437,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.859830,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.049747,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466988.887665,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.891565,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466984.162142,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545475828.090396,27340.0,71.61.66.148,80.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,DDoS
1545466984.063425,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.653117,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.371885,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.243114,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.930465,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.584986,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.276060,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.888317,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.252461,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.081129,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.525524,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.137276,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.180687,40589.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.762817,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.915511,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.206383,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.892070,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.914436,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466972.923298,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.976217,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.535221,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466984.075174,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.404617,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.183392,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.445813,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.850755,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.817959,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.527411,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.376454,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.401659,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.851219,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.320486,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.736322,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.909687,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.818057,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.869365,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.750489,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.053708,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466988.026655,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.256819,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.805223,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.306142,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.378309,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.846542,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.458740,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.269374,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.910148,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466988.804473,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.093444,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.342485,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.879111,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.182395,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.996428,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.888168,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.296106,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.434563,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.130557,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466959.066701,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.022012,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.464165,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.248611,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466978.932357,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.177649,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.671257,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.988282,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.529746,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.771417,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.008745,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.925568,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.495179,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.167510,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.779299,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.521515,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.668976,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.379317,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.858122,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466984.038932,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.577027,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466961.768953,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.687206,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.024261,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.851511,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.133026,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.958631,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.767058,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466963.357511,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466968.134028,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.855931,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.881534,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466978.141312,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.911699,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.826063,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466965.618957,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.038118,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.531485,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466988.982109,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.916216,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466971.702731,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466967.888921,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.548612,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466974.247785,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.548934,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.795820,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.179138,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.372491,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.157555,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.496327,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.615254,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466969.269387,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466981.823709,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.068958,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466962.967734,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.748042,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.856265,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466973.013982,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.992186,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466979.382856,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466985.580310,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466975.671471,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466978.867888,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466982.658971,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.655165,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466987.610657,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466980.153661,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545475825.313206,9288.0,71.61.66.148,80.0,tcp,-,0,0,0,S0,S,1.0,40.0,0.0,0.0,DDoS
1545466968.085798,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466976.989962,11761.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.045617,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466966.677104,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466986.810351,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466977.847983,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466983.152447,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466970.367001,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
1545466964.463124,65279.0,123.59.209.185,80.0,tcp,-,0,0,0,OTH,C,0.0,0.0,0.0,0.0,DDoS
